2198	2796	1
2198	2840	1
2198	2879	1
2198	2913	1
2202	2656	1
2202	2685	2
2202	2861	1
2202	2922	1
2245	2715	2
2263	2796	1
2323	2632	1
2323	2715	1
2323	2839	1
2380	2656	1
2380	2752	2
2380	2922	2
2420	2756	1
2420	2796	1
2450	2795	1
2450	2839	1
2450	2922	1
2455	2980	2
2478	2693	1
2501	2623	1
2501	2685	1
2501	2840	1
2504	2795	1
2547	2795	1
2636	2695	1
2636	2796	1
2636	2797	2
2636	2922	1
2656	2685	1
2656	2746	3
2656	2752	1
2656	2756	1
2656	2795	1
2656	2796	1
2656	2806	2
2656	2839	1
2656	2861	1
2656	2913	3
2656	2922	4
2685	2792	2
2685	2861	1
2685	2922	1
2688	2693	1
2693	2695	1
2695	2806	1
2715	2839	1
2734	2796	1
2746	2756	1
2746	2797	1
2746	2913	1
2746	2922	1
2752	2792	2
2752	2922	3
2795	2796	1
2795	2840	1
2795	2884	1
2795	2913	2
2796	2797	1
2796	2840	1
2796	2861	1
2796	2884	2
2796	2913	2
2797	2806	1
2797	2913	1
2839	2922	1
2861	2913	1
2861	2922	1
2884	2913	1
